Activity Date,Process Date,Settle Date,Instrument,Description,Trans Code,Quantity,Price,Amount
12/6/2021,12/6/2021,12/6/2021,PFE,Cash Div: R/D 2021-11-05 P/D 2021-12-06 - 0.996808 shares at 0.39,CDIV,,,$0.39
12/1/2021,12/1/2021,12/1/2021,INTC,Cash Div: R/D 2021-11-07 P/D 2021-12-01 - 102.060962 shares at 0.3475,CDIV,,,$35.47
11/29/2021,11/29/2021,11/29/2021,SIRI,Manufactured Div: R/D 2021-11-05 P/D 2021-11-29 - 3 shares at 0.021962,MDIV,,,$0.07
11/22/2021,11/22/2021,11/22/2021,,Gold Fee,GOLD,,,($5.00)
11/22/2021,11/22/2021,11/22/2021,,Aggregated Margin Interest,MINT,,,($24.77)
11/19/2021,11/19/2021,11/22/2021,INTC,Option Expiration for INTC 11/19/2021 Call $52.50,OEXP,1,,
11/16/2021,11/16/2021,11/17/2021,INTC,INTC 11/19/2021 Call $52.50,STO,1,$0.06,$5.98
11/15/2021,11/15/2021,11/15/2021,,ACH Deposit,ACH,,,"$3,200.00"
11/12/2021,11/12/2021,11/15/2021,SPCE,Option Expiration for SPCE 11/12/2021 Call $23.00,OEXP,2,,
11/12/2021,11/12/2021,11/15/2021,INTC,Option Expiration for INTC 11/12/2021 Call $52.50,OEXP,1,,
11/12/2021,11/12/2021,11/12/2021,AAPL,Cash Div: R/D 2021-11-08 P/D 2021-11-11 - 12.114505 shares at 0.22,CDIV,,,$2.67
11/12/2021,11/12/2021,11/15/2021,QS,QS 11/12/2021 Put $35.00,BTC,1,$0.03,($3.00)
11/8/2021,11/8/2021,11/9/2021,QS,QS 11/12/2021 Put $35.00,STO,1,$1.15,$114.98
11/8/2021,11/8/2021,11/9/2021,SPCE,SPCE 11/12/2021 Call $23.00,STO,2,$0.23,$45.98
11/8/2021,11/8/2021,11/9/2021,INTC,INTC 11/12/2021 Call $52.50,STO,1,$0.26,$25.98
11/5/2021,11/5/2021,11/8/2021,HOOD,Option Expiration for HOOD 11/5/2021 Call $41.00,OEXP,1,,
11/5/2021,11/5/2021,11/8/2021,HOOD,Option Expiration for HOOD 11/5/2021 Call $39.00,OEXP,1,,
11/5/2021,11/5/2021,11/8/2021,QS,Option Expiration for QS 11/5/2021 Put $26.50,OEXP,1,,
11/5/2021,11/5/2021,11/8/2021,QS,Option Expiration for QS 11/5/2021 Put $26.00,OEXP,1,,
11/5/2021,11/5/2021,11/8/2021,HOOD,Option Expiration for HOOD 11/5/2021 Call $40.00,OEXP,1,,
11/5/2021,11/5/2021,11/8/2021,HOOD,Option Expiration for HOOD 11/5/2021 Call $39.50,OEXP,1,,
11/5/2021,11/5/2021,11/8/2021,HOOD,Option Expiration for HOOD 11/5/2021 Call $40.50,OEXP,1,,
11/3/2021,11/3/2021,11/4/2021,HOOD,HOOD 11/5/2021 Call $41.00,STO,1,$0.15,$14.98
11/3/2021,11/3/2021,11/4/2021,HOOD,HOOD 11/5/2021 Call $40.50,STO,1,$0.18,$17.98
11/3/2021,11/3/2021,11/4/2021,HOOD,HOOD 11/5/2021 Call $40.00,STO,1,$0.21,$20.98
11/3/2021,11/3/2021,11/4/2021,HOOD,HOOD 11/5/2021 Call $39.50,STO,1,$0.25,$24.98
11/3/2021,11/3/2021,11/4/2021,HOOD,HOOD 11/5/2021 Call $39.00,STO,1,$0.28,$27.98
11/2/2021,11/2/2021,11/3/2021,QS,QS 11/5/2021 Put $26.00,STO,1,$0.24,$23.98
11/2/2021,11/2/2021,11/3/2021,QS,QS 11/5/2021 Put $26.50,STO,1,$0.36,$35.98
10/29/2021,10/29/2021,11/1/2021,INTC,Option Expiration for INTC 10/29/2021 Call $51.50,OEXP,1,,
10/29/2021,10/29/2021,11/1/2021,QS,QS 10/29/2021 Call $27.00,OASGN,4,,
10/29/2021,10/29/2021,11/2/2021,QS,"QuantumScape
CUSIP: 74767V109
4 QS Options Assigned",Sell,400,$27.00,"$10,799.89"
10/29/2021,10/29/2021,11/1/2021,HOOD,HOOD 10/29/2021 Put $36.00,OASGN,1,,
10/29/2021,10/29/2021,11/2/2021,HOOD,"Robinhood Markets
CUSIP: 770700102
1 HOOD Option Assigned",Buy,100,$36.00,"($3,600.00)"
10/29/2021,10/29/2021,11/1/2021,HOOD,Option Expiration for HOOD 10/29/2021 Call $45.00,OEXP,4,,
10/29/2021,10/29/2021,11/1/2021,SPCE,Option Expiration for SPCE 10/29/2021 Call $23.00,OEXP,5,,
10/27/2021,10/27/2021,10/27/2021,CSCO,Cash Div: R/D 2021-10-05 P/D 2021-10-27 - 1.041383 shares at 0.37,CDIV,,,$0.39
10/27/2021,10/27/2021,10/27/2021,MRVL,Cash Div: R/D 2021-10-11 P/D 2021-10-27 - 5.034087 shares at 0.06,CDIV,,,$0.30
10/25/2021,10/25/2021,10/25/2021,,ACH Deposit,ACH,,,"$2,300.00"
10/25/2021,10/25/2021,10/26/2021,HOOD,HOOD 10/29/2021 Put $36.00,STO,1,$0.74,$73.98
10/25/2021,10/25/2021,10/26/2021,HOOD,HOOD 10/29/2021 Call $45.00,STO,1,$0.44,$43.98
10/25/2021,10/25/2021,10/26/2021,HOOD,HOOD 10/29/2021 Call $45.00,STO,3,$0.44,$131.98
10/25/2021,10/25/2021,10/26/2021,INTC,INTC 10/29/2021 Call $51.50,STO,1,$0.07,$6.98
10/25/2021,10/25/2021,10/26/2021,SPCE,SPCE 10/29/2021 Call $23.00,STO,5,$0.05,$24.98
10/25/2021,10/25/2021,10/26/2021,QS,QS 10/29/2021 Call $27.00,STO,4,$0.49,$195.98
10/22/2021,10/22/2021,10/25/2021,HOOD,Option Expiration for HOOD 10/22/2021 Call $44.50,OEXP,4,,
10/22/2021,10/22/2021,10/25/2021,SPCE,Option Expiration for SPCE 10/22/2021 Call $26.00,OEXP,4,,
10/22/2021,10/22/2021,10/25/2021,INTC,INTC 10/22/2021 Put $53.00,OASGN,1,,
10/22/2021,10/22/2021,10/26/2021,INTC,"Intel
CUSIP: 458140100
1 INTC Option Assigned",Buy,100,$53.00,"($5,300.00)"
10/22/2021,10/22/2021,10/25/2021,QS,Option Expiration for QS 10/22/2021 Call $26.00,OEXP,4,,
10/22/2021,10/22/2021,10/25/2021,SPCE,SPCE 10/22/2021 Put $20.00,OASGN,1,,
10/22/2021,10/22/2021,10/26/2021,SPCE,"Virgin Galactic Holdings
CUSIP: 92766K106
1 SPCE Option Assigned",Buy,100,$20.00,"($2,000.00)"
10/22/2021,10/22/2021,10/25/2021,SPCE,Option Expiration for SPCE 10/22/2021 Put $19.00,OEXP,1,,
10/21/2021,10/21/2021,10/22/2021,SPCE,SPCE 10/22/2021 Put $20.00,STO,1,$0.22,$21.98
10/21/2021,10/21/2021,10/22/2021,SPCE,SPCE 10/22/2021 Call $26.00,STO,4,$0.02,$7.98
10/21/2021,10/21/2021,10/22/2021,HOOD,HOOD 10/22/2021 Call $44.50,STO,4,$0.11,$43.98
10/21/2021,10/21/2021,10/21/2021,,Gold Fee,GOLD,,,($5.00)
10/21/2021,10/21/2021,10/21/2021,,Aggregated Margin Interest,MINT,,,($17.41)
10/18/2021,10/18/2021,10/19/2021,SPCE,SPCE 10/22/2021 Put $19.00,STO,1,$0.38,$37.98
10/18/2021,10/18/2021,10/19/2021,INTC,INTC 10/22/2021 Put $53.00,STO,1,$0.70,$69.98
10/18/2021,10/18/2021,10/19/2021,QS,QS 10/22/2021 Call $26.00,STO,1,$0.12,$11.98
10/18/2021,10/18/2021,10/19/2021,QS,QS 10/22/2021 Call $26.00,STO,1,$0.12,$11.98
10/18/2021,10/18/2021,10/19/2021,QS,QS 10/22/2021 Call $26.00,STO,1,$0.12,$11.98
10/18/2021,10/18/2021,10/19/2021,QS,QS 10/22/2021 Call $26.00,STO,1,$0.12,$11.98
10/15/2021,10/15/2021,10/18/2021,SPCE,Option Expiration for SPCE 10/15/2021 Call $26.00,OEXP,4,,
10/15/2021,10/15/2021,10/18/2021,QS,Option Expiration for QS 10/15/2021 Call $25.00,OEXP,4,,
10/15/2021,10/15/2021,10/18/2021,HOOD,Option Expiration for HOOD 10/15/2021 Call $45.00,OEXP,4,,
10/14/2021,10/14/2021,10/15/2021,AMD,AMD 10/15/2021 Put $104.00,BTC,1,$0.03,($3.00)
10/12/2021,10/12/2021,10/13/2021,AMD,AMD 10/15/2021 Put $104.00,STO,1,$1.07,$106.98
10/11/2021,10/11/2021,10/12/2021,SPCE,SPCE 10/15/2021 Call $26.00,STO,4,$0.12,$47.98
10/11/2021,10/11/2021,10/12/2021,HOOD,HOOD 10/15/2021 Call $45.00,STO,4,$0.15,$59.98
10/11/2021,10/11/2021,10/12/2021,QS,QS 10/15/2021 Call $25.00,STO,2,$0.16,$31.98
10/11/2021,10/11/2021,10/12/2021,QS,QS 10/15/2021 Call $25.00,STO,1,$0.16,$15.98
10/11/2021,10/11/2021,10/12/2021,QS,QS 10/15/2021 Call $25.00,STO,1,$0.16,$15.98
10/8/2021,10/8/2021,10/11/2021,SPCE,Option Expiration for SPCE 10/8/2021 Put $21.00,OEXP,2,,
10/8/2021,10/8/2021,10/11/2021,SPCE,Option Expiration for SPCE 10/8/2021 Call $26.00,OEXP,4,,
10/8/2021,10/8/2021,10/11/2021,QS,Option Expiration for QS 10/8/2021 Call $25.00,OEXP,4,,
10/8/2021,10/8/2021,10/11/2021,HOOD,Option Expiration for HOOD 10/8/2021 Put $39.00,OEXP,1,,
10/8/2021,10/8/2021,10/11/2021,HOOD,Option Expiration for HOOD 10/8/2021 Call $47.50,OEXP,4,,
10/8/2021,10/8/2021,10/11/2021,F,F 10/8/2021 Call $14.50,OASGN,1,,
10/8/2021,10/8/2021,10/13/2021,F,"Ford Motor
CUSIP: 345370860
1 F Option Assigned",Sell,100,$14.50,"$1,449.98"
10/5/2021,10/5/2021,10/6/2021,QS,QS 10/8/2021 Call $25.00,STO,2,$0.09,$17.98
10/5/2021,10/5/2021,10/6/2021,QS,QS 10/8/2021 Call $25.00,STO,2,$0.10,$19.98
10/5/2021,10/5/2021,10/6/2021,QS,QS 10/8/2021 Call $28.00,BTC,1,$0.04,($4.00)
10/5/2021,10/5/2021,10/6/2021,QS,QS 10/8/2021 Call $28.00,BTC,3,$0.03,($9.00)
10/5/2021,10/5/2021,10/6/2021,HOOD,HOOD 10/8/2021 Put $39.00,STO,1,$0.24,$23.98
10/5/2021,10/5/2021,10/6/2021,SPCE,SPCE 10/8/2021 Put $21.00,STO,1,$0.20,$19.98
10/5/2021,10/5/2021,10/6/2021,SPCE,SPCE 10/8/2021 Put $21.00,STO,1,$0.20,$19.98
10/5/2021,10/5/2021,10/6/2021,SPCE,SPCE 10/8/2021 Call $26.00,STO,1,$0.06,$5.98
10/5/2021,10/5/2021,10/6/2021,SPCE,SPCE 10/8/2021 Call $26.00,STO,1,$0.06,$5.98
10/5/2021,10/5/2021,10/6/2021,SPCE,SPCE 10/8/2021 Call $26.00,STO,1,$0.06,$5.98
10/5/2021,10/5/2021,10/6/2021,SPCE,SPCE 10/8/2021 Call $26.00,STO,1,$0.06,$5.98
10/5/2021,10/5/2021,10/6/2021,F,F 10/8/2021 Call $14.50,STO,1,$0.09,$8.98
10/5/2021,10/5/2021,10/6/2021,HOOD,HOOD 10/8/2021 Call $47.50,STO,4,$0.10,$39.98
10/1/2021,10/1/2021,10/4/2021,HOOD,Option Expiration for HOOD 10/1/2021 Call $49.50,OEXP,2,,
10/1/2021,10/1/2021,10/4/2021,F,Option Expiration for F 10/1/2021 Call $14.50,OEXP,1,,
10/1/2021,10/1/2021,10/4/2021,SPCE,Option Expiration for SPCE 10/1/2021 Call $28.00,OEXP,2,,
10/1/2021,10/1/2021,10/4/2021,HOOD,HOOD 10/1/2021 Put $43.00,OASGN,2,,
10/1/2021,10/1/2021,10/5/2021,HOOD,"Robinhood Markets
CUSIP: 770700102
2 HOOD Options Assigned",Buy,200,$43.00,"($8,600.00)"
10/1/2021,10/1/2021,10/4/2021,SPCE,SPCE 10/1/2021 Put $24.00,OASGN,2,,
10/1/2021,10/1/2021,10/5/2021,SPCE,"Virgin Galactic Holdings
CUSIP: 92766K106
2 SPCE Options Assigned",Buy,200,$24.00,"($4,800.00)"
9/27/2021,9/27/2021,9/28/2021,F,F 10/1/2021 Call $14.50,STO,1,$0.09,$8.98
9/27/2021,9/27/2021,9/28/2021,HOOD,HOOD 10/1/2021 Put $43.00,STO,2,$0.65,$129.98
9/27/2021,9/27/2021,9/28/2021,SPCE,SPCE 10/1/2021 Put $24.00,STO,2,$0.17,$33.98
9/27/2021,9/27/2021,9/28/2021,SPCE,SPCE 10/1/2021 Call $28.00,STO,1,$0.07,$6.98
9/27/2021,9/27/2021,9/28/2021,SPCE,SPCE 10/1/2021 Call $28.00,STO,1,$0.07,$6.98
9/24/2021,9/24/2021,9/27/2021,F,Option Expiration for F 9/24/2021 Call $14.00,OEXP,1,,
9/24/2021,9/24/2021,9/27/2021,HOOD,Option Expiration for HOOD 9/24/2021 Put $39.00,OEXP,1,,
9/24/2021,9/24/2021,9/27/2021,SPCE,Option Expiration for SPCE 9/24/2021 Put $24.00,OEXP,1,,
9/24/2021,9/24/2021,9/27/2021,QS,QS 10/8/2021 Call $28.00,STO,4,$1.49,$595.98
9/24/2021,9/24/2021,9/27/2021,QS,QS 10/15/2021 Call $26.00,BTC,4,$2.75,"($1,100.00)"
9/24/2021,9/24/2021,9/27/2021,HOOD,HOOD 10/1/2021 Call $49.50,STO,2,$0.50,$99.98
9/24/2021,9/24/2021,9/27/2021,HOOD,HOOD 9/24/2021 Call $45.00,BTC,2,$0.50,($100.00)
9/23/2021,9/23/2021,9/23/2021,NVDA,Cash Div: R/D 2021-09-01 P/D 2021-09-23 - 28.038072 shares at 0.04,CDIV,,,$1.12
9/23/2021,9/23/2021,9/24/2021,SPCE,SPCE 9/24/2021 Call $28.00,BTC,2,$0.01,($2.00)
9/23/2021,9/23/2021,9/24/2021,QS,QS 9/24/2021 Put $20.00,BTC,2,$0.01,($2.00)
9/22/2021,9/22/2021,9/23/2021,QS,QS 10/15/2021 Call $26.00,STO,4,$0.94,$375.98
9/22/2021,9/22/2021,9/23/2021,QS,QS 9/24/2021 Call $23.00,BTC,4,$1.01,($404.00)
9/21/2021,9/21/2021,9/21/2021,,Gold Fee,GOLD,,,($5.00)
9/21/2021,9/21/2021,9/21/2021,,Aggregated Margin Interest,MINT,,,($18.80)
9/20/2021,9/20/2021,9/21/2021,HOOD,HOOD 9/24/2021 Call $45.00,STO,2,$0.17,$33.98
9/20/2021,9/20/2021,9/21/2021,QS,QS 9/24/2021 Call $23.00,STO,4,$0.09,$35.98
9/20/2021,9/20/2021,9/21/2021,SPCE,SPCE 9/24/2021 Put $24.00,STO,1,$0.33,$32.98
9/20/2021,9/20/2021,9/21/2021,HOOD,HOOD 9/24/2021 Put $39.00,STO,1,$0.55,$54.98
9/20/2021,9/20/2021,9/21/2021,QS,QS 9/24/2021 Put $20.00,STO,2,$0.27,$53.98
9/17/2021,9/17/2021,9/20/2021,QS,QS 9/17/2021 Call $22.00,BTC,1,$0.02,($2.00)
9/17/2021,9/17/2021,9/20/2021,SPCE,SPCE 9/24/2021 Call $28.00,STO,2,$0.30,$59.98
9/17/2021,9/17/2021,9/20/2021,SPCE,SPCE 9/17/2021 Call $26.00,BTC,2,$0.11,($22.00)
9/17/2021,9/17/2021,9/20/2021,F,F 9/24/2021 Call $14.00,STO,1,$0.11,$10.98
9/17/2021,9/17/2021,9/20/2021,F,F 9/17/2021 Call $13.50,BTC,1,$0.11,($11.00)
9/17/2021,9/17/2021,9/20/2021,HOOD,Option Expiration for HOOD 9/17/2021 Call $46.00,OEXP,2,,
9/17/2021,9/17/2021,9/20/2021,HOOD,Option Expiration for HOOD 9/17/2021 Put $39.00,OEXP,2,,
9/17/2021,9/17/2021,9/20/2021,QS,Option Expiration for QS 9/17/2021 Call $22.50,OEXP,1,,
9/17/2021,9/17/2021,9/20/2021,QS,Option Expiration for QS 9/17/2021 Call $23.00,OEXP,2,,
9/17/2021,9/17/2021,9/20/2021,SPCE,Option Expiration for SPCE 9/17/2021 Put $23.00,OEXP,2,,
9/15/2021,9/15/2021,9/16/2021,HOOD,HOOD 9/17/2021 Call $46.00,STO,2,$0.05,$9.98
9/15/2021,9/15/2021,9/16/2021,SPCE,SPCE 9/17/2021 Call $26.00,STO,2,$0.04,$7.98
9/15/2021,9/15/2021,9/16/2021,F,F 9/17/2021 Call $13.50,STO,1,$0.03,$2.98
9/15/2021,9/15/2021,9/16/2021,QS,QS 9/17/2021 Call $23.00,STO,2,$0.03,$5.98
9/15/2021,9/15/2021,9/16/2021,QS,QS 9/17/2021 Call $22.00,STO,1,$0.08,$7.98
9/15/2021,9/15/2021,9/16/2021,QS,QS 9/17/2021 Call $22.50,STO,1,$0.05,$4.98
9/15/2021,9/15/2021,9/15/2021,,ACH Deposit,ACH,,,"$3,000.00"
9/13/2021,9/13/2021,9/14/2021,SPCE,SPCE 9/17/2021 Put $23.00,STO,1,$0.29,$28.98
9/13/2021,9/13/2021,9/14/2021,SPCE,SPCE 9/17/2021 Put $23.00,STO,1,$0.29,$28.98
9/13/2021,9/13/2021,9/14/2021,HOOD,HOOD 9/17/2021 Put $39.00,STO,2,$0.70,$139.98
9/10/2021,9/10/2021,9/13/2021,SPCE,Option Expiration for SPCE 9/10/2021 Call $27.50,OEXP,2,,
9/10/2021,9/10/2021,9/13/2021,HOOD,Option Expiration for HOOD 9/10/2021 Call $44.00,OEXP,2,,
9/10/2021,9/10/2021,9/13/2021,QS,Option Expiration for QS 9/10/2021 Call $22.50,OEXP,4,,
9/10/2021,9/10/2021,9/13/2021,QS,Option Expiration for QS 9/10/2021 Put $20.00,OEXP,2,,
9/10/2021,9/10/2021,9/13/2021,HOOD,Option Expiration for HOOD 9/10/2021 Put $38.00,OEXP,1,,
9/10/2021,9/10/2021,9/13/2021,SPCE,Option Expiration for SPCE 9/10/2021 Put $24.00,OEXP,1,,
9/9/2021,9/9/2021,9/9/2021,MSFT,Cash Div: R/D 2021-08-19 P/D 2021-09-09 - 7.071625 shares at 0.56,CDIV,,,$3.96
9/8/2021,9/8/2021,9/9/2021,SPCE,SPCE 9/10/2021 Put $24.00,STO,1,$0.13,$12.98
9/8/2021,9/8/2021,9/9/2021,QS,QS 9/10/2021 Put $20.00,STO,2,$0.19,$37.98
9/8/2021,9/8/2021,9/9/2021,HOOD,HOOD 9/10/2021 Put $38.00,STO,1,$0.25,$24.98
9/8/2021,9/8/2021,9/9/2021,QS,QS 9/10/2021 Call $22.50,STO,4,$0.06,$23.98
9/8/2021,9/8/2021,9/9/2021,HOOD,HOOD 9/10/2021 Call $44.00,STO,2,$0.12,$23.98
9/8/2021,9/8/2021,9/9/2021,SPCE,SPCE 9/10/2021 Call $27.50,STO,2,$0.16,$31.98
9/7/2021,9/7/2021,9/7/2021,PFE,Cash Div: R/D 2021-07-30 P/D 2021-09-07 - 0.996808 shares at 0.39,CDIV,,,$0.39
9/3/2021,9/3/2021,9/7/2021,SPCE,Option Expiration for SPCE 9/3/2021 Put $24.00,OEXP,2,,
9/3/2021,9/3/2021,9/7/2021,F,Option Expiration for F 9/3/2021 Call $13.50,OEXP,1,,
9/3/2021,9/3/2021,9/7/2021,DISH,DISH 9/3/2021 Call $44.50,OASGN,2,,
9/3/2021,9/3/2021,9/8/2021,DISH,"DISH Network
CUSIP: 25470M109
2 DISH Options Assigned",Sell,200,$44.50,"$8,899.93"
9/3/2021,9/3/2021,9/7/2021,QS,QS 9/3/2021 Call $23.00,BTC,4,$0.01,($4.00)
9/3/2021,9/3/2021,9/7/2021,SPCE,SPCE 9/3/2021 Put $24.00,STO,2,$0.26,$51.98
9/3/2021,9/3/2021,9/7/2021,SPCE,SPCE 9/3/2021 Call $27.00,BTC,1,$0.03,($3.00)
9/3/2021,9/3/2021,9/7/2021,SPCE,SPCE 9/3/2021 Call $27.00,BTC,1,$0.03,($3.00)
9/2/2021,9/2/2021,9/3/2021,HOOD,HOOD 9/3/2021 Call $49.00,BTC,2,$0.10,($20.00)
9/1/2021,9/1/2021,9/1/2021,INTC,Cash Div: R/D 2021-08-07 P/D 2021-09-01 - 2.060962 shares at 0.3475,CDIV,,,$0.72
8/30/2021,8/30/2021,8/30/2021,SIRI,Manufactured Div: R/D 2021-08-06 P/D 2021-08-30 - 3 shares at 0.014641,MDIV,,,$0.04
8/30/2021,8/30/2021,8/31/2021,HOOD,HOOD 9/3/2021 Call $49.00,STO,2,$0.40,$79.98
8/30/2021,8/30/2021,8/31/2021,F,F 9/3/2021 Call $13.50,STO,1,$0.06,$5.98
8/30/2021,8/30/2021,8/31/2021,SPCE,SPCE 9/3/2021 Call $27.00,STO,2,$0.18,$35.98
8/30/2021,8/30/2021,8/31/2021,QS,QS 9/3/2021 Call $23.00,STO,4,$0.11,$43.98
8/30/2021,8/30/2021,8/31/2021,DISH,DISH 9/3/2021 Call $44.50,STO,2,$0.20,$39.98
8/27/2021,8/27/2021,8/30/2021,DISH,Option Expiration for DISH 8/27/2021 Call $43.50,OEXP,2,,
8/27/2021,8/27/2021,8/30/2021,QS,QS 8/27/2021 Call $22.00,BTC,3,$0.01,($3.00)
8/27/2021,8/27/2021,8/30/2021,QS,QS 8/27/2021 Call $22.00,BTC,1,$0.01,($1.00)
8/27/2021,8/27/2021,8/30/2021,SPCE,SPCE 8/27/2021 Call $27.50,BTC,2,$0.01,($2.00)
8/27/2021,8/27/2021,8/30/2021,HOOD,HOOD 8/27/2021 Call $50.00,BTC,1,$0.05,($5.00)
8/27/2021,8/27/2021,8/30/2021,HOOD,HOOD 8/27/2021 Call $50.00,BTC,1,$0.05,($5.00)
8/26/2021,8/26/2021,8/27/2021,F,F 8/27/2021 Call $13.50,BTC,1,$0.01,($1.00)
8/26/2021,8/26/2021,8/27/2021,HOOD,HOOD 8/27/2021 Put $39.00,BTC,1,$0.03,($3.00)
8/26/2021,8/26/2021,8/26/2021,,ACH Deposit,ACH,,,"$1,500.00"
8/23/2021,8/23/2021,8/24/2021,HOOD,HOOD 8/27/2021 Call $50.00,STO,1,$0.45,$44.98
8/23/2021,8/23/2021,8/24/2021,HOOD,HOOD 8/27/2021 Call $50.00,STO,1,$0.45,$44.98
8/23/2021,8/23/2021,8/23/2021,,Gold Fee,GOLD,,,($5.00)
8/23/2021,8/23/2021,8/23/2021,,Aggregated Margin Interest,MINT,,,($7.70)
8/20/2021,8/20/2021,8/23/2021,HOOD,HOOD 8/20/2021 Put $53.00,OASGN,1,,
8/20/2021,8/20/2021,8/24/2021,HOOD,"Robinhood Markets
CUSIP: 770700102
1 HOOD Option Assigned",Buy,100,$53.00,"($5,300.00)"
8/20/2021,8/20/2021,8/23/2021,HOOD,HOOD 8/20/2021 Put $51.00,OASGN,1,,
8/20/2021,8/20/2021,8/24/2021,HOOD,"Robinhood Markets
CUSIP: 770700102
1 HOOD Option Assigned",Buy,100,$51.00,"($5,100.00)"
8/20/2021,8/20/2021,8/23/2021,HOOD,HOOD 8/27/2021 Put $39.00,STO,1,$0.75,$74.98
8/20/2021,8/20/2021,8/23/2021,DISH,DISH 8/27/2021 Call $43.50,STO,2,$0.59,$117.98
8/20/2021,8/20/2021,8/23/2021,QS,QS 8/27/2021 Call $22.00,STO,4,$0.19,$75.98
8/20/2021,8/20/2021,8/23/2021,SPCE,SPCE 8/27/2021 Call $27.50,STO,1,$0.24,$23.98
8/20/2021,8/20/2021,8/23/2021,SPCE,SPCE 8/27/2021 Call $27.50,STO,1,$0.24,$23.98
8/20/2021,8/20/2021,8/23/2021,F,F 8/27/2021 Call $13.50,STO,1,$0.04,$3.98
8/20/2021,8/20/2021,8/23/2021,SPCE,SPCE 8/20/2021 Call $29.50,BTC,2,$0.01,($2.00)
8/20/2021,8/20/2021,8/23/2021,F,F 8/20/2021 Call $14.50,BTC,1,$0.01,($1.00)
8/20/2021,8/20/2021,8/23/2021,QS,QS 8/20/2021 Call $24.50,BTC,1,$0.01,($1.00)
8/20/2021,8/20/2021,8/23/2021,QS,QS 8/20/2021 Call $24.50,BTC,1,$0.01,($1.00)
8/20/2021,8/20/2021,8/23/2021,QS,QS 8/20/2021 Call $23.50,BTC,1,$0.01,($1.00)
8/20/2021,8/20/2021,8/23/2021,QS,QS 8/20/2021 Call $24.00,BTC,1,$0.01,($1.00)
8/20/2021,8/20/2021,8/23/2021,DISH,DISH 8/20/2021 Call $44.00,BTC,2,$0.01,($2.00)
8/17/2021,8/17/2021,8/18/2021,SPCE,SPCE 8/20/2021 Call $29.50,STO,2,$0.04,$7.98
8/17/2021,8/17/2021,8/18/2021,QS,QS 8/20/2021 Call $24.50,STO,2,$0.04,$7.98
8/17/2021,8/17/2021,8/18/2021,QS,QS 8/20/2021 Call $24.00,STO,1,$0.05,$4.98
8/17/2021,8/17/2021,8/18/2021,QS,QS 8/20/2021 Call $23.50,STO,1,$0.06,$5.98
8/17/2021,8/17/2021,8/18/2021,DISH,DISH 8/20/2021 Call $44.00,STO,1,$0.26,$25.98
8/17/2021,8/17/2021,8/18/2021,DISH,DISH 8/20/2021 Call $44.00,STO,1,$0.26,$25.98
8/13/2021,8/13/2021,8/16/2021,DISH,Option Expiration for DISH 8/13/2021 Call $44.50,OEXP,2,,
8/13/2021,8/13/2021,8/16/2021,QS,QS 8/13/2021 Put $23.00,OASGN,1,,
8/13/2021,8/13/2021,8/17/2021,QS,"QuantumScape
CUSIP: 74767V109
1 QS Option Assigned",Buy,100,$23.00,"($2,300.00)"
8/13/2021,8/13/2021,8/16/2021,F,F 8/20/2021 Call $14.50,STO,1,$0.04,$3.98
8/13/2021,8/13/2021,8/16/2021,HOOD,HOOD 8/20/2021 Put $53.00,STO,1,$4.30,$429.98
8/13/2021,8/13/2021,8/16/2021,HOOD,HOOD 8/13/2021 Put $50.00,BTC,1,$0.20,($20.00)
8/13/2021,8/13/2021,8/16/2021,HOOD,HOOD 8/20/2021 Put $51.00,STO,1,$3.30,$329.98
8/13/2021,8/13/2021,8/16/2021,HOOD,HOOD 8/13/2021 Put $62.00,BTC,1,$10.80,"($1,080.00)"
8/13/2021,8/13/2021,8/16/2021,QS,QS 8/13/2021 Call $26.50,BTC,3,$0.01,($3.00)
8/13/2021,8/13/2021,8/16/2021,SPCE,SPCE 8/13/2021 Call $38.00,BTC,2,$0.01,($2.00)
8/12/2021,8/12/2021,8/12/2021,AAPL,Cash Div: R/D 2021-08-09 P/D 2021-08-12 - 12.114505 shares at 0.22,CDIV,,,$2.67
8/9/2021,8/9/2021,8/10/2021,HOOD,HOOD 8/13/2021 Put $50.00,STO,1,$0.80,$79.98
8/9/2021,8/9/2021,8/10/2021,QS,QS 8/13/2021 Put $23.00,STO,1,$0.40,$39.98
8/9/2021,8/9/2021,8/10/2021,SPCE,SPCE 8/13/2021 Call $38.00,STO,1,$0.23,$22.98
8/9/2021,8/9/2021,8/10/2021,SPCE,SPCE 8/13/2021 Call $38.00,STO,1,$0.23,$22.98
8/9/2021,8/9/2021,8/10/2021,QS,QS 8/13/2021 Call $26.50,STO,1,$0.20,$19.98
8/9/2021,8/9/2021,8/10/2021,QS,QS 8/13/2021 Call $26.50,STO,1,$0.20,$19.98
8/9/2021,8/9/2021,8/10/2021,QS,QS 8/13/2021 Call $26.50,STO,1,$0.20,$19.98
8/9/2021,8/9/2021,8/10/2021,DISH,DISH 8/13/2021 Call $44.50,STO,2,$0.19,$37.98
8/6/2021,8/6/2021,8/9/2021,QS,Option Expiration for QS 8/6/2021 Put $20.00,OEXP,1,,
8/6/2021,8/6/2021,8/9/2021,SPCE,Option Expiration for SPCE 8/6/2021 Call $35.00,OEXP,2,,
8/6/2021,8/6/2021,8/9/2021,OCGN,Option Expiration for OCGN 8/6/2021 Put $7.00,OEXP,1,,
